# commit tracker | repo https://github.com/UZDoom/UZDoom | commit URL = <repo>/commit/<sha> | status = pending|ported|adapted|skip | ours = OUR commit(s), '/' if pending/skip, 'zandronum-base' if base-inherited
sha	date	title	status	note	ours
c0a4ba5e82f6e21ef7d4621ee3709ff964ce2bfb	2018-12-27T21:52:33Z	- Simplify ProjectedWallLight light step setup and positioning	pending		/
467c73b2d7e7207b7e2f06d916b65bf418a27313	2018-12-27T22:34:07Z	- split P_SetupLevel so that the main part of it can be made part of the MapLoader class. - allocate BlockNodes from the same memory arena as SecNodes.	pending		/
4d3d4ea746e6e91cd06703bfb3aaba7c4359e6f7	2018-12-27T23:55:44Z	- simplify colormap selection to a single function	pending		/
45d3df9df199b64c96a28df2acbc222765865a98	2018-12-28T00:13:58Z	- remove pointless duplication of FWallCoords member variables	pending		/
c980f1c27fc834f9df88ec3b2d2ece4f8e2d56c4	2018-12-28T04:46:21Z	- g3.8pre	pending		/
84a28454dcf53049d86ba935964e4ca45fb9b577	2018-12-28T08:17:10Z	- split maploader.cpp so that the parts that are not setting up the actual map data go back to p_setup.cpp.	pending		/
64595abe60baaaa73cfa7e40d69d10022b36a283	2018-12-28T09:08:39Z	- moved main polyobject array into FLevelLocals and simplified the setup process to not depend on P_SpawnMapThing.	pending		/
c499c563a0e497eaab8b614e16028b5abd7e01da	2018-12-28T12:04:54Z	- remove WallSampler	pending		/
326e4d855947cc62655b2536291a99dd2b2a5b46	2018-12-28T13:24:22Z	- store the master pointer for the subsector lists in sector_t and the seg lists in side_t in FLevelLocals as a TArray instead of relying on the first element's pointer for this.	pending		/
9de2f5c1e7ad3a7964d8d0c49a45247a66739b9f	2018-12-28T13:48:10Z	- made polyobject init code part of MapLoader.	pending		/
11e9cdae336db46839124a4092b138df827322b5	2018-12-28T14:05:05Z	- split polyobject init into its own file and cleaned things up a bit.	pending		/
e66e594dd0f36545fbf52a7b3178e3cc65266c73	2018-12-28T14:30:23Z	- moved the sidetemp array into the map loader.	pending		/
0e904286e8ad4cbd5c7c626170665096e051da1b	2018-12-28T14:51:32Z	- moved renderinfo.cpp entriely into the map loader.	pending		/
7acf43741adf16f8360f093859cf533bdb25464b	2018-12-28T16:23:55Z	Fixed: IsFakePain received the modified damage instead of the raw, preventing ALLOWPAIN from working as intended.	pending		/
d066a1f10fb20c1f7b1c4d2b462a78c8ff8b8d8f	2018-12-28T17:11:33Z	- renamed some variables because they were getting into the way of analyzing usage of the global variable of the same name.	pending		/
5f303859e9e37a21cf69cf83262e1507b365ef71	2018-12-28T22:14:11Z	- made some changes to how the compatibility code works to allow removing the last remaining global variables of the map loading code.	pending		/
3559f7dffb3288cc8a415d9611055bfab1adba36	2018-12-28T22:14:22Z	Merge branch 'master' of https://github.com/coelckers/gzdoom	pending		/
cad43e431cd1e8adfb3b356ffc718aaedcc983e8	2018-12-28T22:19:01Z	- cleanuo.	pending		/
496dd4ee6838f4e65f0f6a71988cf4a6c6c8899b	2018-12-29T00:17:59Z	- treat non-existent arrays in the savegame as zero length.	pending		/
f31b1b92c92be805081d1313f9442bd95a8a1dc0	2018-12-29T00:18:21Z	- eliminated the two global FraggleScript variables by moving them into DFraggleThinker.	pending		/
dd3dba2ef1e5c911b2f8cc75532ffa027e884066	2018-12-29T07:43:36Z	- made PlayerPawn.TweakSpeeds virtual.	pending		/
982c622367a2d8d332329e4d359c2cb043833050	2018-12-29T07:49:53Z	- fixed: The polyobject spawn point collector did not properly check for bad mapthings.	pending		/
17e053499e327a8603c2db4fb47ec433a4b1fc1f	2018-12-29T09:19:31Z	- reworked the lock code to remove the 255 locks limit and to allow it to automatically deinitialize.	pending		/
8e684f9687e0d477418e9bebc80291f1826bdccb	2018-12-29T10:34:38Z	- fixed missing attack sound in A_CustomPunch	pending		/
36896a12245c6917a9e45562073e8f2bb9c47f1d	2018-12-29T11:36:10Z	- fixed ammo check for weapon with 'uses both' flags	pending		/
3fbc55a8ddeaa7d05b42e5d1027aba3cfcbf0070	2018-12-29T12:28:22Z	- do not use global variables to track state in the decal code.	pending		/
20184e1e99feae0964d14efd911dae08133157c9	2018-12-29T12:28:22Z	- removed some unused bits of code.	pending		/
313ec62a5c1a650baa37626809619efdcc0e77ff	2018-12-29T12:28:22Z	- removed the static members from FMaterial.	pending		/
0aeaed4207d9e5473e533476099be98f50a7fe02	2018-12-29T12:28:22Z	- use a TArray to store the sprite model hash to get rid of one atterm call.	pending		/
f35ac75ca2db47ef759ebe4b5e57f3492f7494b5	2018-12-29T13:01:07Z	- fixed precaching of switches.	pending		/
df2bef2f60b8f12cb0d0400315f72e979e30cb9c	2018-12-29T13:49:02Z	- fixed SPC music loops	pending		/
eecf3a203a530c8b9041c5be69525e872432dd59	2018-12-29T15:20:06Z	- let UDMFParser use the level from the map loader, not the global variable.	pending		/
4d34e5997b6c81837bd18a85eca1233e8b540d29	2018-12-29T15:20:06Z	- pass level as an argument to some code being used by the map loader.	pending		/
de375ce1878388df940a3fb1de99c448f7b475e2	2018-12-29T16:50:31Z	- fixed the direct native variant of DynamicLight.SetOffset.	pending		/
65b01bd16d33acf7ac15a87c05c6ed152eb23529	2018-12-30T07:22:34Z	- fixed incomplete commit.	pending		/
5ca6f9af9aac0ebec7283dc1b269bab397e21876	2018-12-30T07:31:40Z	- added missing null pointer check to SBarInfo's inventory bar drawer.	pending		/
53be21eb5874bdb5644d3f98993bd801da3ea78a	2018-12-30T07:40:04Z	- added missing return in P_RemoveThing.	pending		/
7c8cdf80d1ded78d077a6877976a4c036d1d0691	2018-12-30T08:48:55Z	- Fixed settings_controller not updating properly when a player becomes the new arbitrator in a netgame.	pending		/
8d9d71f55f5ad589c31f260e4bb125f96a5ea975	2018-12-30T18:01:31Z	- Fixed: SXF_CLEARCALLERSPECIAL cleared the spawned actor's special instead of the caller.	pending		/
c45e1cbbf08bec86614ad66228c4c7c8a3a5050a	2018-12-30T23:14:15Z	- fixed typo in sky preparation.	pending		/
3f8d565dbb63901187596cea82ab336a531f7570	2018-12-31T11:42:03Z	- split up P_FreeLevelData, so that everything that clears out fields in FLevelLocals is now in a member function of that class.	pending		/
0b2a919bbe2ca675d0fed29a9b3362ccfa75e834	2018-12-31T18:03:02Z	- fixed crash in AutoUseStrifeHealth	pending		/
99479d84b18959cdfdceca9b19a34dfc10e7a866	2019-01-01T07:14:28Z	- fixed everlasting fast projectile after hitting ceiling	pending		/
d654e02deab1611426160c4f053089ae7a8b4fce	2019-01-01T18:35:55Z	- rewrote dynamic lights to not use actors for the internal representation and made DynamicLight a purely scripted class.	pending		/
cea97e5cc63dd99804714903fed94e925cc7475a	2019-01-01T18:40:57Z	- fixed memory leaks in network code.	pending		/
68091db598f41acf0570932846a3e68ad5ccec8e	2019-01-01T21:00:35Z	- Since GetParentAmmo is now virtual, BackpackItem and the "give ammo" cheat should call GetParentAmmo to determine base ammo classes.	pending		/
dc612703d5541f1f84d3d90845e02a0215f2171d	2019-01-02T00:05:20Z	- scriptified the declaration of AmbientSound	pending		/
3e3d21cd35483160db6e8a7cfaa0bf18e90b0733	2019-01-02T07:13:53Z	Fix A_CustomBulletAttack's spawnofs_xy parameter	pending		/
9e80caa85dbff13f4f3a3ff12e5fe3c64bae8f0b	2019-01-02T07:44:26Z	fix Unix builds without backtrace functions in their libc	pending		/
bc47fdfa78ea86ee93ae7356a41aacf7e9213c29	2019-01-02T10:58:26Z	- scriptified useflechette CCMD's item finding code.	pending		/
de88ca48ab2de42172a4e432728f9bf3fc12f4d3	2019-01-02T13:19:03Z	- force CMake to use internal asmjit. I left it in a state so that it can easily be changed back in the future.	pending		/
cb6b5e92ab57b735332448316757aba95a41bd35	2019-01-02T14:35:23Z	- added missing range checks to level compatibility handler	pending		/
8bbbd95dfdbfd1520893cc73217f9ecfda37518b	2019-01-02T14:37:43Z	- Fixed: NODAMAGE was not accounted for with pain.	pending		/
6eb8ded471644a817eebcf6e42f7de3959aac2e4	2019-01-02T21:13:57Z	- made ColorRangeStart and ColorRangeEnd meta properties of APlayerPawn.	pending		/
c753d59a72d9d8a051cdff0efc110da1427428e9	2019-01-02T23:35:56Z	- scriptified A_SkullPop and ObtainInventory.	pending		/
d057af7c3b212058c6ef26064acfcbd6e7da6912	2019-01-02T23:39:42Z	- fixed: DeactivateLight called Activate instead of Deactivate.	pending		/
850ef1cd783e526db39e8d5bf0dfbc7f9d0ee96a	2019-01-03T02:48:47Z	- Add missing screenshot sRGB gamma when vid_hdr is active	pending		/
da735c0e8727fd7be3d9015f1e3eda5836cccaa4	2019-01-03T07:27:41Z	- initialize the PlayerPawn members only used by scripts through the script variable interface.	pending		/
8da1b5c1b0be3e10656b961b7c5a452b9a3e1e2a	2019-01-03T08:24:22Z	- properly handle passing of the light flags.	pending		/
9e5c5b68c5745c72854bcdc959d2bf4dd572d88d	2019-01-03T09:06:45Z	- did some more lightening on the PlayerPawn class. 4 more properties and one native member function have been handled.	pending		/
2bd72478eec0422844fcec006092b53cd1a1ccee	2019-01-03T10:57:20Z	- scriptified P_CalcHeight.	pending		/
badacbb96845926ac5d7859b0c6711669fcbf574	2019-01-03T11:47:34Z	- scriptified APlayerPawn's DamageFade handling.	pending		/
23146f1af29c44206044edfa01664957c1be36f7	2019-01-03T12:04:48Z	- scriptified PlayerPawn.ResetAirSupply.	pending		/
4cc78c32731715c45f4df2debf6ababe45cf7933	2019-01-03T12:24:09Z	- fixed compilation warning with GCC and Clang	pending		/
2258a71c36ac3423fb11be1626cd778d1bc62ac9	2019-01-03T12:59:46Z	- took several methods out of the native PlayerPawn implementation, either by scriptification or moving them to other places.	pending		/
3314a1efe55a474c2d3872af69dde3f8847d7183	2019-01-03T13:35:17Z	- scriptified the remaining PlayerPawn methods.	pending		/
c18e8952722ffc50229ae8aa762e31649f532984	2019-01-03T17:01:58Z	- exported all native components of APlayerPawn.	pending		/
9521b6cd1fa13b00ab4069816d2e38cade785131	2019-01-03T21:05:49Z	- removed all remaining native parts of APlayerPawn.	pending		/
6d87716381f2def6016903d1d7577b462c0333d3	2019-01-03T22:23:08Z	- fixed: G_StartTravel must remove all dynamic lights from the actors it is about to carry over to the next level.	pending		/
f9ff097457abeff0e39c49c0ec13c3f1404d5112	2019-01-03T22:43:15Z	- fixed A_Chase default detection.	pending		/
845141d9afc00d83cbf15578a1eb4c430c61b8d5	2019-01-03T23:05:13Z	- Default gender for sound classes should be male and not other since it could be undefined in SNDINFO.	pending		/
9ba0e7b783cfea623ff472f6ee9316c1b52d0cd7	2019-01-03T23:32:47Z	- fixed: The player sound lookup would fail if a sound was only available for the last gender in the list.	pending		/
3b77e2db685c540ad180fd558c668112208a9072	2019-01-04T07:46:07Z	- fixed: The update check for a changed AABBTree was inverted.	pending		/
4f4d10ce5f626b36131a93f89ef25ccdabebd10a	2019-01-04T12:56:36Z	- disable polyobj AABBTree updates	pending		/
f10ded756e6e47ccd225e105a5c24c00ef51ca9f	2019-01-04T14:51:59Z	- split shadowmap AABB tree into two parts. one for static and one for dynamic - upload only the dynamic AABB subtree using glBufferSubData - change internal raytracing stack limit from 16 to 32 - update shadowmap AABB tree after R_SetupFrame for proper frame interpolation	pending		/
980977d444bdd0921c99a7f5cfa237d556583f70	2019-01-04T15:08:45Z	- fixed: GetSoundClass must be able to handle non-players.	pending		/
b47a3804d2fec12c5fc66c5ab3fced041ae2af32	2019-01-04T15:12:39Z	- fixed delete calls on FDynamicLight.	pending		/
d898cadda56eca396f0e8a8e5ed3a3c06f6c9510	2019-01-04T17:56:14Z	- fixed: Trying to remove the first item in an actor's inventory would lose all owned items.	pending		/
bfbf7ff9c95bfc5d58a0dbec6dc44830e24da25a	2019-01-05T07:48:57Z	- made forwardmove and sidemove defaults configurable through the gameinfo section.	pending		/
86551e53df40be2e850e6f1024a1e49a1794378c	2019-01-05T07:52:21Z	- bumped savegame version because the recent scriptification of APlayerPawn will render all old savegames unusable.	pending		/
95995e4aa39b19a7ce019ca9750162a0de02e4e7	2019-01-05T07:59:45Z	- use a local pointer to the current level in FraggleScript parser.	pending		/
7b16433e97550453805b41ce9abc966b1f1e16bf	2019-01-05T08:40:03Z	- changed FraggleScript setup so that the MapLoader does not use the global level variable anymore.	pending		/
dab68184f59528200f4da45b8832dc2a62d3b58e	2019-01-05T09:04:27Z	- moved the global spot state into FLevelLocals.	pending		/
a0ad4ea1935406863c12e220606ab349fc809423	2019-01-05T09:53:06Z	- made the corpse queue a simple array in FLevelLocals.	pending		/
639fb436821f439d7c47bf4fca833840b2082fe7	2019-01-05T12:27:32Z	-reordered sector_t so that the internal declarations are at the top, followed by the member variables and the methods.	pending		/
c651045ed330302d0adbd51e285aec385ad02ee9	2019-01-05T14:37:14Z	- let RunHealth clamping respect the newly added global properties.	pending		/
131eef9eb97c5cd3c71c7ffaec6e6ce489f9c842	2019-01-05T15:09:59Z	- converted the ACS Stringbuilder macros into inline functions.	pending		/
7b235ea13e665758a9ae1ebf06ef73ad69b27dae	2019-01-05T17:19:35Z	- moved the per-level ACS state into FLevelLocals.	pending		/
28531c3f8f2a5a8ce6b49a883e1363fe586a886c	2019-01-05T17:19:51Z	- Fixed spawn height of projectiles created by SpawnPlayerMissile.	pending		/
b386a09358d7e3b9184e72ead3678a94f72d20ed	2019-01-05T19:48:22Z	- changed AFuncDesc initialization to avoid generating initializer functions.	pending		/
6f6dc60e2b7f74a448b8884b75ea940615253734	2019-01-05T20:59:34Z	- moved the global ACS ActiveThinker variable into FLevelLocals.	pending		/
c05968146e1369447da35e03354a1910da5f9e11	2019-01-05T21:46:45Z	- starting to reduce references to global level variable.	pending		/
8b18ed47591ed462aeb471b61717306a23fd171a	2019-01-05T23:41:46Z	- store the index of each map item in the struct itself and return that for the Index function.	pending		/
b445c6fabc3436306ac51679ac05315e719c08b0	2019-01-05T23:46:09Z	- actually use the newly added indices.	pending		/
a0ce8f298849818b5f24734c94ec075d8da0955f	2019-01-05T23:46:56Z	Implemented compound initializers for arrays.	pending		/
3328821a98a8eada7ff69fb33aa77fbde80a59ee	2019-01-06T07:24:04Z	- pass 'level' as a parameter to AABBTree. Also renamed a few things to make the code easier to read.	pending		/
dca4a42dd6733b5e47f009f175d3f51c3ca4f7fa	2019-01-06T08:00:52Z	- changed light mode handling of the hardware renderer so that it only operates on local copies but doesn't alter the level's setting.	pending		/
cf7ab6d085a91c5cc9ffd42cc4f12a4c6dc33be6	2019-01-06T08:03:58Z	- let level stats screen operate only on the data it got provided instead of getting the current level from global variables.	pending		/
8ead5a3a6b5c4d72db8da52cb35ce3153422fb1f	2019-01-06T08:37:11Z	- pass level num to string locking functions as a parameter.	pending		/
a11eea98b57be9fe22f725fd15ecb89f1a2de172	2019-01-06T08:39:35Z	- replaced some NULLs with nullptr.	pending		/
55339761f6ddec4ec47c3a9ac09123d03dcc3eac	2019-01-06T09:25:46Z	- fixed serialization of ACS thinker.	pending		/
4de649d4d14273cdcc6553ad5842b76e5ecfa59b	2019-01-23T19:39:38Z	- major cleanup of p_scroll.cpp to eliminate the use of indices to access sidedefs and sectors.	pending		/
83ce72db486d16f09f4ca722288aefaa28146087	2019-01-23T19:40:17Z	- check the shader timer only once per frame, not once per draw call.	pending		/
7666997580312366e5beefe18bff5ca2875b7284	2019-01-23T19:42:17Z	Fixed Thing_ProjectileAimed being broken.	pending		/
70a07e154c3a1a6e2a45a0401139e2a11d7e0ff2	2019-01-23T19:42:41Z	Move receiver NULL check above the orresult check (#695)	pending		/
7c91b27463b8ca4c8c974a5b483a3080c514790e	2019-01-23T19:43:06Z	Fixed some issues in the ZScript array compilation code.	pending		/
a1ae01e3920ff91cdc5c51c4e37d9c6b3f81f97b	2019-01-23T19:43:23Z	- fixed last PR.	pending		/
4fdcc47edc5606fdc6c5f19105a4fd12a6addd07	2019-01-23T19:43:46Z	Added support for implicitly-sized initialized arrays. Also fixed dynamic arrays not being cleared before initializing.	pending		/
11958b713edb206f593e9a1fd8425f0b592d79e5	2019-01-23T19:45:01Z	- fixed many compilation errors with GCC and Clang	pending		/
59d84296bf90ed9fc4f3c55b1850ceb0dffe107c	2019-01-23T19:45:21Z	- fixed crash on creation of scroll texture	pending		/
86acb876f12fb62ed1a4c716999a8d42e51f3d12	2019-01-23T19:45:36Z	- fixed key number assignment during parsing of locks	pending		/
848d9c375089aeb9232ad4ef9d2954ac18ac860d	2019-01-23T19:55:38Z	- Moved high level parts of view border drawing to status bar.	pending		/
ed3bb2fd098c2cf897341c848fabed976dba5b5a	2019-01-23T19:55:59Z	Moved access to ACS instance data out of ScriptUtil worker class	pending		/
36f0ab2ea1fa6e29017bb5b0fcebe08f629ea991	2019-01-23T19:56:49Z	- removed dependency on global time in sound sequence code.	pending		/
0fa92d59e271425c1dbbb919cfed80362d6be08b	2019-01-23T19:57:39Z	- same for the ambient sound	pending		/
5132119812a8acc90179ba5cce90dad3ae512cb6	2019-01-23T19:59:38Z	- increased range of valid sound positions and velocities	pending		/
c64ce0fdfd80fd4ab8d3545f2ae4777978f115fa	2019-01-23T20:02:33Z	Fixed multidimensional array definitions.	pending		/
e90ef4e88605d5bb300a1439a5d0f1013754caaa	2019-01-23T20:05:27Z	- moved the impact decal counter into FLevelLocals and do the counting in a less problematic fashion.	pending		/
cc73449d29ba6b42290c76d80dccdf7e9b4852e0	2019-01-23T20:09:34Z	Fix return value of native BuiltinCallLineSpecial	pending		/
4126f8ce72e76a9eeaa247ac317ecbbf5a3c24fa	2019-01-23T20:12:23Z	- made OP_NEW a builtin function instead of an opcode.	pending		/
21531c5ddb969e8a5bc63a8cd1d924c6ada7accb	2019-01-23T20:14:29Z	- unary minus operator propagates boolean operand to integer	pending		/
ad5c62da958a1be579f2ad4a23b41d2fa03cb6d3	2019-01-23T20:15:25Z	Make LevelLocals::ExecuteSpecial return int	pending		/
af06d7cb9e66064b19ba4547f81639fd80ef39de	2019-01-23T20:15:33Z	Make LevelLocals::ExecuteSpecial return int # Conflicts: # wadsrc/static/zscript/base.txt	pending		/
f7489976ec286831cea97ac3b85f01e2174c8652	2019-01-23T20:18:36Z	- the sound compatibility flags do not need level support.	pending		/
7c0633a3e97551472ad3ef87fca505e577ad4264	2019-01-23T20:19:08Z	- fixed script line numbers after multi-line raw string literal	pending		/
d3205f46a8749882c6d0bf610f238c1ceb71a033	2019-01-23T20:19:43Z	- fix null pointer crash	pending		/
c8ba84dc3388de199a99db2b3e6d080fd8545514	2019-01-23T20:20:52Z	- fix black cam texture on HUD	pending		/
2d90cc288bbe532ac75f92a273abbbac9ea59d9b	2019-01-23T20:21:22Z	- fixed: Strife was missing the move factors.	pending		/
21eb23ad1582416f7592d6f365802120df4d56bb	2019-01-23T20:23:17Z	- relaxed caller type check for states modified by Dehacked	pending		/
c6ee8e084ca4ed65aba676c6232147ae1ed2f45f	2019-01-23T20:23:35Z	- fixed condition to produce blood splatter during line attack	pending		/
7c3ec662e1166d3d1ef443f8734087ddf8ef95a2	2019-01-23T20:27:20Z	- ensure proper emission of deprecations.	pending		/
141d5bdf3eee0c89b7255a1c02c67692961e97cb	2019-01-23T20:28:24Z	- fixed compilation errors	pending		/
9b2c11a612531bc891590a813bcc012cf4b19d77	2019-01-23T20:32:46Z	- fixed crash in the precaching code.	pending		/
84db7f783d164a23bc6d55b94a0aa664d4f80c5c	2019-01-23T20:33:41Z	- fixed wrong self type in Array.Resize()	pending		/
cd9fa75ede50a6259ac9cdfb1f2d409add932927	2019-01-23T20:34:11Z	- fixed potentially missing event handlers	pending		/
7966282c1c882a2b6621fb567e23d45d0ee664a9	2019-01-23T20:34:57Z	- Fixed error reporting for the BSP loader	pending		/
8872125f9637105420266b7e5d1d0e15293eb5b7	2019-01-23T20:37:51Z	- fixed some merging issues.	pending		/
f22121a9df8d1de0583c8421918f42542ebb1956	2019-01-23T20:38:48Z	- recalculate the line deltas if a nodebuild is needed	pending		/
dd2ea206f9aada92093123b18279ba85b8e8fb06	2019-01-23T20:39:55Z	- fixed default alpha for sector colors	pending		/
5e4ef04a4df8c943b66515df59de3c56a3ae5748	2019-01-23T20:40:19Z	- allow assignment of line IDs through LevelCompatbility.	pending		/
8aa47e664e48d1595461019930133fe0d475e181	2019-01-23T20:40:44Z	- fixed disappearing inventory after morphing pickup	pending		/
7d4765b5cd6bca4971474b6288c831aefc0b84f6	2019-01-23T20:41:03Z	- workaround code generation issue in PlayerPawn.FindMostRecentWeapon()	pending		/
e8f45fad4071512a116dd983ae85e47f2d776f6f	2019-01-23T20:41:20Z	- workaround MSVC 2015 code generation issue, x64 only	pending		/
7d3c577c2c67cae1bd7d4e4272a68865ae5edaa3	2019-01-23T20:41:52Z	- normalize the pitch in ACS's SetActorPitch.	pending		/
f61150a75e1e0011e5a30b81ed39569aaf474d68	2019-01-23T20:42:09Z	- fixed: TVector3::Pitch() got the sign inverted.	pending		/
33f8b697cea653b2fd85ea3f9a699eb5b2b2cbb7	2019-01-23T20:42:26Z	- fixed: application of fake contrast should never result in a light level of 0 unless the sector's own light level is 0.	pending		/
4c3192fb2862e08dc34f869409887249d938f07b	2019-01-23T20:43:06Z	- applied proper use type to font textures	pending		/
09d1a42c600f25b678fa0974e59709d52427845f	2019-01-23T20:43:36Z	- reverted GME Kss_Cpu.cpp to previous version	pending		/
c2804576356556153119cdd61c11b36dda9f7968	2019-01-23T20:44:14Z	- fix spacing on one of the resolution preset entries	pending		/
8f7038aa5345a8d14ba2cd37f4c097ac154ace1f	2019-01-23T20:44:27Z	- add 4k UHD resolution to presets	pending		/
057b746e585191e246253774a7099aa55857aa64	2019-01-23T20:44:39Z	- fixed: The rail attack only considered the puff's decal if it had ALWAYSPUFF set.	pending		/
45d94ee9932e68a4e3796901ca5bd70a77942636	2019-01-23T20:45:09Z	- set resolution selector to auto detected resolution at startup, remove the entries from the config file - committing a change for fullscreen sets scaling to 1.0 to guarantee the selected number of pixels are actually used	pending		/
b378b294210fd22a9f14c96cc10980b505f926c1	2019-01-23T20:45:26Z	- modify the wording in the preset scaling menu to imply that all it does is pixel scaling, not change the actual screen resolution	pending		/
12db808307a571cefedfa1202eac413fec71b5cf	2019-01-23T20:46:46Z	- fixed 'missing interpolation point' warning	pending		/
0dbd591812086c7783b2710682a2dbd05802705b	2019-01-23T20:47:19Z	- fixed 'overriding core lump' error	pending		/
d911fa99a121fd415472c3d5217cd9cda9f2c20a	2019-01-23T20:48:30Z	Move the "time" string in saved game comment into the LANGUAGE lump.	pending		/
5a054da4d93473b9fe2822c6f0adb7c98c23fb02	2019-01-23T20:48:59Z	- removed incorrect assert.	pending		/
f6ce5f59ae5da52751c955cca522eae2f93a0167	2019-01-23T20:49:18Z	- fixed armor bonus giving in A_CustomPunch	pending		/
bcd03cc5337defaaeb56a948958c2af477c19165	2019-01-23T20:50:10Z	- moved LZMA docs to the same location as in SDK distribution	pending		/
2c77051369ded6c8f8d4564e24bef16dc708c1f4	2019-01-23T20:50:10Z	- updated LZMA to version 18.06	pending		/
6a9322e67729a8f6e2a2c4fced2b4c0a779af440	2019-01-23T20:50:10Z	- force internal GME with any build environment created after this commit. if anyone is using a build environment from before - you will have to make sure to enable the relevant variable - or simply nuke and recreate. this applies only if you have the GME library installed on your system - if you were using the internal before, anyhow, you don't have to make any changes	pending		/
12c10b5156b9ca8366d9b8e211e748012aba559a	2019-01-23T20:50:10Z	- fixed Identifier resolving for static functions	pending		/
477560e1ef8e68f1a9ca4eb783128b053975d5b9	2019-01-23T20:50:10Z	- swapped order of checks for picking up an item.	pending		/
dc27011370545e619ee0e658da08bcdffc98b669	2019-01-23T20:50:11Z	- remove vid_hwgamma, force always use shader gamma *** note to drfrag: Please don't cherry-pick this commit. Systems that do not use renderbuffers will still need this feature!	pending		/
3f835cd124c9b5b6bcd9575c2584c3684480019d	2019-01-23T20:50:11Z	- removed now unused BuildGammaTable function	pending		/
5c8ae7245373d9bcc20b0e797ca57cc7ce14b9bb	2019-01-23T20:50:11Z	- fixed: ScriptUtil.PlayerAmmo must be declared static.	pending		/
ceb38751f0599d1789d65ef979b24466d40b0b66	2019-01-23T21:01:37Z	- fixed some merging issues.	pending		/
d60707c71ea073f93f7395909c8053118443fa55	2019-01-23T21:02:13Z	- added the fix for BuiltinNew which I missed when cherry-picking.	pending		/
a78daa8937de500749c597be11bacd64a279d9ac	2019-01-23T21:31:22Z	- fixed flicker light selection of light radius.	pending		/
77cbd0c238fa2bb01479a77ab378e002ddb92af7	2019-01-23T21:35:48Z	- copied the changes to DFlashFader in master.	pending		/
83d464d1be442e83c745eb0b38c121a140e01ae0	2019-01-23T21:37:16Z	- fixed code emission for constant ZScript function arguments	pending		/
ac7a9183aa3c1b9a117c5546af3c4acff4301a38	2019-01-23T23:02:51Z	- re-applied the changes for p_spec.cpp	pending		/
85b5f8d0a0f6e776a1bbb430806f17a9ae4ded96	2019-01-23T23:22:18Z	- moved several setup methods into the map loader	pending		/
65750bd7bff7507d41e2451edf051a422689598f	2019-01-23T23:43:43Z	Wrap all iterator calls in the map loader into FLevelLocals methods.	pending		/
9f8dd661893eed34cd359a4b864c8efb00692643	2019-01-24T00:05:07Z	- changed Polyobject thinkers to operate on the actual polyobjects instead of indices	pending		/
7e9340f3b7f9853429677ceb6b16fd7cd0fdf27b	2019-01-24T00:40:09Z	- removed most global references to the tag manager by routing most access to FLevelocals.	pending		/
97495e1857671006ceee5de99a98ba7aeaa527c1	2019-01-24T00:53:05Z	- moved the tag manager into FLevelLocals	pending		/
1f2162fea8cbcca91934d87c6e377c168fe8e3e1	2019-01-24T01:17:10Z	- moved the scripted creation functions for tag iterators to LevelLocals	pending		/
92045bea0e73774488080945bc5b5367fb6ef3b1	2019-01-24T09:01:34Z	Improved Strife’s BIGFONT file	pending		/
68f0cf111d32932e9b5a32ac2d3b74e879746af0	2019-01-24T09:07:34Z	Punctuated the input strings in UpperCamelCase format.	pending		/
4c250a58ca12984ce953bac57b23752b179f95ee	2019-01-24T17:50:22Z	- reroute all uses of FActorIterator and NActorIterator through FLevelLocals.	pending		/
0e5986769e7fab39da37a6f45f52511c5f7632c7	2019-01-24T18:28:40Z	- moved the tid hash into FLevelLocals and adjusted the interface to the iterators.	pending		/
0a6b6173de57e29ca2de61b823ddf57202f9822b	2019-01-24T18:53:11Z	- Moved Strife conversation data into FLevelLocals.	pending		/
4d55c28b60202df08d17202a6f04c95238a46968	2019-01-24T19:27:34Z	- moved a large batch of code from p_spec.cpp and a few other files into the maploader folder.	pending		/
7418ebef560922938eee4b173e54ab55771fc492	2019-01-24T19:33:25Z	- use default constructors for the thinkers to avoid empty non-inlined functions.	pending		/
2623fbb54bce5429c73881ad982e8db39427a9f2	2019-01-24T19:40:31Z	- deleted unused mus2midi.cpp file.	pending		/
3cef56249dee03068ced261a00b3ee21f06efc15	2019-01-24T23:30:55Z	- moved most functions of portals.cpp into FLevelLocals.	pending		/
f4081c33a66b06753130c44c31d5d676fdac36d1	2019-01-24T23:42:55Z	- give line_t a GetLevel function.	pending		/
b2ee99c7ccb561a9e91c3e10ddf339126e6d506d	2019-01-24T23:56:15Z	- call level compatibility handlers for all levels and pass the map name as a second parameter.	pending		/
bf3dc2f99bb9103375ea95c9e4ae67aef935b25e	2019-01-24T23:57:01Z	Merge branch 'rolling_back' into new_level_refactor	pending		/
0124cecc15a388d31b797a7aba12e4b546d3d400	2019-01-25T00:19:35Z	- added missing #include.	pending		/
ba114f6f238d70d10333d4b1d1b396fac088f219	2019-01-25T00:26:16Z	- give the hardware renderer's drawinfo its own level pointer	pending		/
1407d0a7c50be3b8b13e43683581c201a29ac1f7	2019-01-25T03:09:09Z	- add 'cl_blockcheats' - useful for people who use debugging keys, allows a user to consciously turn off cheats without affecting the server	pending		/
06e7ca4170cbde6ee08c007c661e67edcf1344f3	2019-01-25T08:51:39Z	Missed "Abnt_C2" in the keybind name array.	pending		/
